web-scraper-order,web-scraper-start-url,pag,Data,Hora,Casa,Fora,Golos(Casa-Fora),Jornada
"1668125041-301","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-06","20:15","Sporting","FC Vizela","3-0","J1"
"1668125041-302","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-07","12:45","FC Arouca","Estoril Praia","0-2","J1"
"1668125041-303","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-07","18:00","Moreirense","Benfica","1-2","J1"
"1668125041-304","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-07","20:30","Marítimo","SC Braga","0-2","J1"
"1668125041-305","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-08","15:30","CD Tondela","Santa Clara","3-0","J1"
"1668125041-306","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-08","15:30","Vitória SC","Portimonense","0-1","J1"
"1668125041-307","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-08","18:00","FC Porto","B SAD","2-0","J1"
"1668125041-308","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-08","20:30","Paços de Ferreira","FC Famalicão","2-0","J1"
"1668125041-309","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-09","20:15","Gil Vicente","Boavista","3-0","J1"
"1668125041-310","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-13","20:15","Estoril Praia","Vitória SC","0-0","J2"
"1668125041-311","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-14","15:30","FC Vizela","CD Tondela","2-1","J2"
"1668125041-312","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-14","18:00","Benfica","FC Arouca","2-0","J2"
"1668125041-313","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-14","20:30","SC Braga","Sporting","1-2","J2"
"1668125041-314","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-15","15:30","Portimonense","Gil Vicente","0-1","J2"
"1668125041-315","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-15","18:00","FC Famalicão","FC Porto","1-2","J2"
"1668125041-316","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-15","20:30","Santa Clara","Moreirense","2-2","J2"
"1668125041-317","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-16","19:00","Boavista","Paços de Ferreira","3-0","J2"
"1668125041-318","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-16","21:15","B SAD","Marítimo","1-2","J2"
"1668125041-319","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-20","19:00","FC Arouca","FC Famalicão","2-1","J3"
"1668125041-320","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-20","21:15","Moreirense","SC Braga","2-3","J3"
"1668125041-321","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-21","18:00","Gil Vicente","Benfica","0-2","J3"
"1668125041-322","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-21","20:30","Sporting","B SAD","2-0","J3"
"1668125041-323","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-22","15:30","CD Tondela","Portimonense","0-3","J3"
"1668125041-324","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-22","18:00","Marítimo","FC Porto","1-1","J3"
"1668125041-325","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-22","20:30","Vitória SC","FC Vizela","4-0","J3"
"1668125041-326","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-23","19:00","Paços de Ferreira","Estoril Praia","1-3","J3"
"1668125041-327","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-23","21:15","Boavista","Santa Clara","2-0","J3"
"1668125041-328","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-27","19:00","B SAD","Moreirense","1-1","J4"
"1668125041-329","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-27","21:15","Estoril Praia","Marítimo","2-1","J4"
"1668125041-330","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-28","15:30","FC Vizela","Boavista","1-1","J4"
"1668125041-331","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-28","18:00","FC Porto","FC Arouca","3-0","J4"
"1668125041-332","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-28","20:30","FC Famalicão","Sporting","1-1","J4"
"1668125041-333","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-29","18:00","Benfica","CD Tondela","2-1","J4"
"1668125041-334","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-29","18:00","SC Braga","Vitória SC","0-0","J4"
"1668125041-335","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-29","20:30","Portimonense","Paços de Ferreira","0-1","J4"
"1668125041-336","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-08-29","20:30","Santa Clara","Gil Vicente","1-0","J4"
"1668125041-337","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-11","15:30","Paços de Ferreira","SC Braga","0-0","J5"
"1668125041-338","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-11","18:00","Santa Clara","Benfica","0-5","J5"
"1668125041-339","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-11","20:30","Sporting","FC Porto","1-1","J5"
"1668125041-340","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-12","15:30","Moreirense","FC Famalicão","2-2","J5"
"1668125041-341","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-12","18:00","Gil Vicente","FC Vizela","2-2","J5"
"1668125041-342","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-12","18:00","Boavista","Portimonense","1-1","J5"
"1668125041-343","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-12","20:30","Vitória SC","B SAD","0-0","J5"
"1668125041-344","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-13","19:00","Marítimo","FC Arouca","2-2","J5"
"1668125041-345","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-13","21:15","CD Tondela","Estoril Praia","1-2","J5"
"1668125041-346","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-17","20:15","Portimonense","Santa Clara","2-1","J6"
"1668125041-347","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-18","15:30","FC Famalicão","Marítimo","0-0","J6"
"1668125041-348","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-18","18:00","B SAD","Gil Vicente","1-1","J6"
"1668125041-349","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-18","20:30","FC Arouca","Vitória SC","2-2","J6"
"1668125041-350","https://www.zerozero.pt/edition_matches.php?id=156405","","2021-09-19","15:30","FC Vizela","Paços de Ferreira","1-1","J6"
"1668125044-351","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-03","20:30","Sporting","Paços de Ferreira","2-0","J28"
"1668125044-352","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-04","20:15","FC Porto","Santa Clara","3-0","J28"
"1668125044-353","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-08","20:15","Gil Vicente","Moreirense","1-2","J29"
"1668125044-354","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-09","15:30","Paços de Ferreira","Marítimo","2-0","J29"
"1668125044-355","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-09","18:00","Boavista","FC Arouca","1-0","J29"
"1668125044-356","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-09","18:00","Benfica","B SAD","3-1","J29"
"1668125044-357","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-09","20:30","CD Tondela","Sporting","1-3","J29"
"1668125044-358","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-10","15:30","Santa Clara","Estoril Praia","2-0","J29"
"1668125044-359","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-10","15:30","Portimonense","FC Famalicão","1-0","J29"
"1668125044-360","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-10","18:00","Vitória SC","FC Porto","0-1","J29"
"1668125044-361","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-10","20:30","FC Vizela","SC Braga","0-1","J29"
"1668125044-362","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-15","15:30","FC Arouca","Santa Clara","1-1","J30"
"1668125044-363","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-15","18:00","FC Famalicão","Gil Vicente","2-2","J30"
"1668125044-364","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-15","20:30","Vitória SC","Paços de Ferreira","4-0","J30"
"1668125044-365","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-16","15:30","Moreirense","CD Tondela","2-0","J30"
"1668125044-366","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-16","18:00","Marítimo","Boavista","4-0","J30"
"1668125044-367","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-16","18:00","B SAD","FC Vizela","1-0","J30"
"1668125044-368","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-16","20:30","FC Porto","Portimonense","7-0","J30"
"1668125044-369","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-17","20:30","Sporting","Benfica","0-2","J30"
"1668125044-370","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-18","20:30","Estoril Praia","SC Braga","0-0","J30"
"1668125044-371","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-22","20:15","FC Vizela","FC Arouca","2-1","J31"
"1668125044-372","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-23","15:30","Portimonense","Moreirense","1-0","J31"
"1668125044-373","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-23","18:00","Benfica","FC Famalicão","0-0","J31"
"1668125044-374","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-23","18:00","Santa Clara","Marítimo","2-2","J31"
"1668125044-375","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-23","20:30","Gil Vicente","Paços de Ferreira","1-1","J31"
"1668125044-376","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-24","18:00","Estoril Praia","B SAD","2-2","J31"
"1668125044-377","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-24","20:30","CD Tondela","Vitória SC","1-1","J31"
"1668125044-378","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-25","18:00","SC Braga","FC Porto","1-0","J31"
"1668125044-379","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-25","20:30","Boavista","Sporting","0-3","J31"
"1668125044-380","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-29","20:15","FC Famalicão","Estoril Praia","3-1","J32"
"1668125044-381","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-30","15:00","FC Arouca","Portimonense","1-0","J32"
"1668125044-382","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-30","17:00","Marítimo","Benfica","0-1","J32"
"1668125044-383","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-30","19:00","FC Porto","FC Vizela","4-2","J32"
"1668125044-384","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-04-30","21:00","B SAD","SC Braga","0-1","J32"
"1668125044-385","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-01","15:30","Vitória SC","Santa Clara","1-1","J32"
"1668125044-386","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-01","18:00","Moreirense","Boavista","1-2","J32"
"1668125044-387","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-01","20:30","Sporting","Gil Vicente","4-1","J32"
"1668125044-388","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-02","20:15","Paços de Ferreira","CD Tondela","1-1","J32"
"1668125044-389","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-06","20:15","Boavista","Vitória SC","1-1","J33"
"1668125044-390","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-07","15:30","Estoril Praia","Moreirense","1-0","J33"
"1668125044-391","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-07","18:00","Benfica","FC Porto","0-1","J33"
"1668125044-392","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-07","20:30","Portimonense","Sporting","2-3","J33"
"1668125044-393","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-08","15:30","FC Vizela","Marítimo","1-1","J33"
"1668125044-394","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-08","15:30","Gil Vicente","CD Tondela","3-0","J33"
"1668125044-395","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-08","18:00","SC Braga","FC Arouca","1-0","J33"
"1668125044-396","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-08","20:30","Santa Clara","Paços de Ferreira","2-0","J33"
"1668125044-397","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-09","20:15","B SAD","FC Famalicão","2-3","J33"
"1668125044-398","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-13","20:15","Paços de Ferreira","Benfica","0-2","J34"
"1668125044-399","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-14","15:30","CD Tondela","Boavista","2-2","J34"
"1668125044-400","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=6","2022-05-14","15:30","Moreirense","FC Vizela","4-1","J34"
"1668125049-401","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-19","18:00","Paços de Ferreira","FC Vizela","2-1","J23"
"1668125049-402","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-19","20:30","Vitória SC","FC Arouca","1-3","J23"
"1668125049-403","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-20","15:30","Marítimo","FC Famalicão","0-1","J23"
"1668125049-404","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-20","18:00","Sporting","Estoril Praia","3-0","J23"
"1668125049-405","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-20","20:00","Moreirense","FC Porto","0-1","J23"
"1668125049-406","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-20","20:45","CD Tondela","SC Braga","0-1","J23"
"1668125049-407","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-21","20:15","Santa Clara","Portimonense","1-1","J23"
"1668125049-408","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-25","20:15","B SAD","Paços de Ferreira","0-2","J24"
"1668125049-409","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-26","15:30","FC Famalicão","CD Tondela","2-1","J24"
"1668125049-410","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-26","18:00","Marítimo","Sporting","1-1","J24"
"1668125049-411","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-26","20:30","FC Arouca","Moreirense","1-1","J24"
"1668125049-412","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-27","15:30","FC Vizela","Portimonense","1-1","J24"
"1668125049-413","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-27","18:00","Benfica","Vitória SC","3-0","J24"
"1668125049-414","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-27","18:00","Estoril Praia","Boavista","2-3","J24"
"1668125049-415","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=5","2022-02-27","20:30","FC Porto","Gil Vicente","1-1","J24"
